TYPE,ROUTE,SDD_SEQUENCE,OPERATION,OPERATION_DESC,ENTITY,MOR,SAMPLE_RATE,CT,SHIFT_START_WIP,GOAL_TYPE,TOTAL_GOAL,SUBCELL_INFO,PASS_WIP
SUBSTRATE,PP-CMP,50,1048,DSC-ATTACH,,14.21,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CMP,60,2053,DFLXJDSC,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CMP,70,4076,FORCEDSIT,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-CMP,90,2000,SUB-SCRAP,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-DG1,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-DG1,30,614,FOL-UV-MAR,,46.67,100.0,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-DG1,40,2173,TACSSTF1,,28.12,100.0,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-DG1,50,1171,LCSA,,16.8,100.0,0.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-DG1,60,1173,LCSC,,8.98,100.0,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-DG1,70,2174,TACSSTF2,,24.93,100.0,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-DG1,80,1175,PLCSVI,,17.59,100.0,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-DG1,90,2150,ERGO2JLP1,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-DG1,100,2048,TCB-PLASMA,,42.39,100.0,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-GLR,20,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-GLR,30,366,IFSSTAGING,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-GLR,40,614,FOL-UV-MAR,,8.4,100.0,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-GLR,50,2170,TACS1,,5.09,100.0,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-GLR,60,510,JDSC,,2.0,100.0,5.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-GLR,70,5652,JEDEC-TPP2,,13.89,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-GLR,80,2053,DFLXJDSC,,15.88,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-GLR,90,5654,JEDEC-TPR2,,13.89,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-GLR,100,2048,TCB-PLASMA,,11.36,100.0,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ICK,20,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ICK,30,614,FOL-UV-MAR,,49.39,100.0,6.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ICK,40,2170,TACS1,,25.33,100.0,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ICK,50,510,JDSC,,13.0,100.0,2.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-ICK,60,5652,JEDEC-TPP2,,57.8,100.0,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ICK,70,2053,DFLXJDSC,,63.99,100.0,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ICK,80,5654,JEDEC-TPR2,,57.45,100.0,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ICK,90,2048,TCB-PLASMA,,39.34,100.0,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ICLU42,20,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ICLU42,30,614,FOL-UV-MAR,,45.62,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ICLU42,30,2173,TACSSTF1,,27.62,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ICLU42,40,1171,LCSA,,17.31,100.0,1.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-ICLU42,40,2173,TACSSTF1,,27.62,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ICLU42,50,1171,LCSA,,17.31,100.0,1.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-ICLU42,50,1173,LCSC,,8.63,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ICLU42,60,1173,LCSC,,8.63,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ICLU42,60,2174,TACSSTF2,,43.01,62.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ICLU42,70,1175,PLCSVI,,20.67,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ICLU42,70,2174,TACSSTF2,,43.01,62.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ICLU42,80,608,SUBMARK,,45.62,100.0,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ICLU42,80,1175,PLCSVI,,20.67,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ICLU42,90,2150,ERGO2JLP1,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ICLU42,100,2048,TCB-PLASMA,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ICLY42,20,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ICLY42,30,2173,TACSSTF1,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ICLY42,40,1171,LCSA,,,,1.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-ICLY42,50,1173,LCSC,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ICLY42,60,2174,TACSSTF2,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ICLY42,70,1175,PLCSVI,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ICLY42,80,608,SUBMARK,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ICLY42,90,2150,ERGO2JLP1,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ICLY42,100,2048,TCB-PLASMA,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ICLY4N,20,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ICLY4N,30,2173,TACSSTF1,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ICLY4N,40,1171,LCSA,,,,1.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-ICLY4N,50,1173,LCSC,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ICLY4N,60,2174,TACSSTF2,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ICLY4N,70,608,SUBMARK,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ICLY4N,80,1175,PLCSVI,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ICLY4N,90,2150,ERGO2JLP1,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-ICLY4N,100,2048,TCB-PLASMA,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-LTSM,10,6174,TWREADYPUP,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-LTSM,20,6185,LTSM-PUP,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-LTSM,30,3454,A-TW-LOOP,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-LTSM,40,142,A-TEOFTERM,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-MDW,20,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-MDW,30,614,FOL-UV-MAR,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-MDW,40,2170,TACS1,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-MDW,50,510,JDSC,,,,1.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-MDW,60,5652,JEDEC-TPP2,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-MDW,70,2053,DFLXJDSC,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-MDW,80,5654,JEDEC-TPR2,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-MDW,90,2048,TCB-PLASMA,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-MTLH682,20,2044,BRD-START,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-MTLH682,40,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-MTLH682,50,614,FOL-UV-MAR,,56.69,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-MTLH682,60,2173,TACSSTF1,,26.33,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-MTLH682,70,1171,LCSA,,16.5,100.0,1.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-MTLH682,80,1173,LCSC,,8.98,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-MTLH682,90,2174,TACSSTF2,,68.71,30.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-MTLH682,100,1175,PLCSVI,,14.78,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-MTLH682,110,2150,ERGO2JLP1,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-MTLH682,120,2048,TCB-PLASMA,,53.44,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-MTLU281,20,2044,BRD-START,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-MTLU281,40,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-MTLU281,50,614,FOL-UV-MAR,,54.35,100.0,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-MTLU281,60,2173,TACSSTF1,,26.33,100.0,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-MTLU281,70,1171,LCSA,,16.4,100.0,6.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-MTLU281,80,1173,LCSC,,8.98,100.0,6.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-MTLU281,90,2174,TACSSTF2,,68.71,30.0,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-MTLU281,100,1175,PLCSVI,,21.11,70.0,3.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-MTLU281,110,2150,ERGO2JLP1,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-MTLU281,120,2048,TCB-PLASMA,,53.44,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-MTP,20,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-MTP,30,614,FOL-UV-MAR,,90.98,100.0,7.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-MTP,40,2170,TACS1,,32.11,100.0,6.0,8.632,CleanWIP,8.632,,0.0
SUBSTRATE,PP-MTP,60,2000,SUB-SCRAP,,,,1.0,0.0,IncomingWIP,4.316,,0.0
SUBSTRATE,PP-OTI,20,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-OTI,30,614,FOL-UV-MAR,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-OTI,40,2170,TACS1,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-OTI,50,510,JDSC,,,,1.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-OTI,60,5652,JEDEC-TPP2,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-OTI,70,2053,DFLXJDSC,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-OTI,80,5654,JEDEC-TPR2,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-OTI,90,2048,TCB-PLASMA,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-PKR,20,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-PKR,30,614,FOL-UV-MAR,,,,6.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-PKR,40,2170,TACS1,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-PKR,50,366,IFSSTAGING,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-PTLU404,20,2044,BRD-START,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-PTLU404,40,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-PTLU404,50,614,FOL-UV-MAR,,57.04,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-PTLU404,60,2173,TACSSTF1,,26.33,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-PTLU404,70,1171,LCSA,,16.14,100.0,1.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-PTLU404,80,1173,LCSC,,8.98,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-PTLU404,90,2174,TACSSTF2,,22.34,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-PTLU404,100,1175,PLCSVI,,14.78,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-PTLU404,110,2150,ERGO2JLP1,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-PTLU404,120,2048,TCB-PLASMA,,53.44,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RKLS81,20,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RKLS81,30,614,FOL-UV-MAR,,41.02,100.0,6.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RKLS81,40,2170,TACS1,,25.13,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RKLS81,50,510,JDSC,,13.12,100.0,2.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-RKLS81,60,2151,JLP2ERGO1,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RKLS81,70,2175,TACSSTF3,,25.13,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RKLS81,80,2048,TCB-PLASMA,,44.31,100.0,3.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RKLU61,20,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RKLU61,30,614,FOL-UV-MAR,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RKLU61,40,2173,TACSSTF1,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RKLU61,50,1171,LCSA,,,,1.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-RKLU61,60,1173,LCSC,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RKLU61,70,2174,TACSSTF2,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RKLU61,80,1175,PLCSVI,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RKLU61,90,2150,ERGO2JLP1,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RPL8161,20,2044,BRD-START,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RPL8161,40,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RPL8161,50,614,FOL-UV-MAR,,44.91,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RPL8161,60,2170,TACS1,,25.93,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RPL8161,70,510,JDSC,,13.12,100.0,1.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-RPL8161,80,2048,TCB-PLASMA,,44.01,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RPLP282,30,2044,BRD-START,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RPLP282,40,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RPLP282,50,614,FOL-UV-MAR,,39.34,100.0,2.0,6.722,CleanWIP,6.722,,0.0
SUBSTRATE,PP-RPLP282,60,2173,TACSSTF1,,28.12,100.0,4.0,16.78,IncomingWIP,22.382,,0.0
SUBSTRATE,PP-RPLP282,70,1171,LCSA,,17.15,100.0,6.0,36.68,LoadingPlan,48.438,,0.0
SUBSTRATE,PP-RPLP282,80,1173,LCSC,,8.98,100.0,6.0,28.552,IncomingWIP,52.771,,0.0
SUBSTRATE,PP-RPLP282,90,2174,TACSSTF2,,27.03,100.0,2.0,5.021,IncomingWIP,31.406,,0.0
SUBSTRATE,PP-RPLP282,100,1175,PLCSVI,,29.73,70.0,3.0,3.36,IncomingWIP,21.68,,7.852
SUBSTRATE,PP-RPLP282,110,306,PSVI-STAGE,,,,1.0,1.68,IncomingWIP,25.792,,0.0
SUBSTRATE,PP-RPLP282,120,2150,ERGO2JLP1,,,,1.0,0.0,IncomingWIP,23.643,,0.0
SUBSTRATE,PP-RPLP282,130,2048,TCB-PLASMA,,49.79,100.0,1.0,9.892,IncomingWIP,31.565,,0.0
SUBSTRATE,PP-RPLP682,20,2044,BRD-START,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RPLP682,40,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RPLP682,50,614,FOL-UV-MAR,,63.45,100.0,7.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RPLP682,60,2173,TACSSTF1,,28.12,100.0,6.0,29.688,CleanWIP,29.688,,0.0
SUBSTRATE,PP-RPLP682,70,1171,LCSA,,17.6,100.0,4.0,11.76,LoadingPlan,17.831000000000003,,0.0
SUBSTRATE,PP-RPLP682,80,1173,LCSC,,8.98,100.0,6.0,10.074,IncomingWIP,21.961,,0.0
SUBSTRATE,PP-RPLP682,90,2174,TACSSTF2,,27.03,100.0,2.0,5.036,IncomingWIP,16.016,,0.0
SUBSTRATE,PP-RPLP682,100,1175,PLCSVI,,20.85,100.0,2.0,6.719,IncomingWIP,20.066,,0.0
SUBSTRATE,PP-RPLP682,110,306,PSVI-STAGE,,,,1.0,1.678,IncomingWIP,18.4,,0.0
SUBSTRATE,PP-RPLP682,120,2150,ERGO2JLP1,,,,1.0,0.0,IncomingWIP,16.867,,0.0
SUBSTRATE,PP-RPLP682,130,2048,TCB-PLASMA,,51.92,100.0,1.0,8.398,IncomingWIP,23.859,,0.0
SUBSTRATE,PP-RPLPX682,10,2044,BRD-START,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RPLPX682,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RPLPX682,20,2044,BRD-START,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RPLPX682,30,2173,TACSSTF1,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RPLPX682,40,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RPLPX682,40,1171,LCSA,,,,0.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-RPLPX682,50,2173,TACSSTF1,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RPLPX682,50,1173,LCSC,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RPLPX682,60,1171,LCSA,,,,0.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-RPLPX682,60,2174,TACSSTF2,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RPLPX682,70,601,2D+HR-MARK,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RPLPX682,70,1173,LCSC,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RPLPX682,80,2174,TACSSTF2,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RPLPX682,80,1175,PLCSVI,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RPLPX682,90,2150,ERGO2JLP1,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RPLPX682,90,601,2D+HR-MARK,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RPLPX682,100,2048,TCB-PLASMA,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RPLPX682,100,1175,PLCSVI,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RPLPX682,110,2150,ERGO2JLP1,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RPLPX682,120,2048,TCB-PLASMA,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RPLS601,20,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RPLS601,30,614,FOL-UV-MAR,,44.91,100.0,3.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RPLS601,40,2170,TACS1,,25.73,100.0,4.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RPLS601,50,510,JDSC,,11.86,100.0,2.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-RPLS601,60,2048,TCB-PLASMA,,45.43,100.0,3.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RSLHCP,20,2044,BRD-START,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RSLHCP,40,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RSLHCP,50,614,FOL-UV-MAR,,11.31,100.0,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RSLHCP,60,2170,TACS1,,9.37,100.0,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RSLHCP,70,510,JDSC,,1.38,100.0,6.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-RSLHCP,80,5652,JEDEC-TPP2,,26.5,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RSLHCP,90,2053,DFLXJDSC,,12.4,100.0,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RSLHCP,100,5654,JEDEC-TPR2,,26.39,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RSLHCP,110,2048,TCB-PLASMA,,7.61,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RSLLCP,20,2044,BRD-START,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RSLLCP,40,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RSLLCP,50,614,FOL-UV-MAR,,,,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RSLLCP,60,2170,TACS1,,,,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RSLLCP,70,510,JDSC,,,,6.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-RSLLCP,80,5652,JEDEC-TPP2,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RSLLCP,90,2053,DFLXJDSC,,,,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RSLLCP,100,5654,JEDEC-TPR2,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RSLLCP,110,2048,TCB-PLASMA,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RSLXCP,20,2044,BRD-START,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RSLXCP,40,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RSLXCP,50,614,FOL-UV-MAR,,11.31,100.0,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RSLXCP,60,2170,TACS1,,9.37,100.0,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RSLXCP,70,510,JDSC,,1.38,100.0,6.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-RSLXCP,80,5652,JEDEC-TPP2,,26.5,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RSLXCP,90,2053,DFLXJDSC,,12.4,100.0,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RSLXCP,100,5654,JEDEC-TPR2,,26.39,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-RSLXCP,110,2048,TCB-PLASMA,,7.61,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-SKLX22,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-SKLX22,30,2173,TACSSTF1,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-SKLX22,40,1171,LCSA,,,,0.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-SKLX22,50,1173,LCSC,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-SKLX22,60,2174,TACSSTF2,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-SKLX22,70,1175,PLCSVI,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-SKLX22,80,601,2D+HR-MARK,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-SKLX22,90,2175,TACSSTF3,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-SKR,20,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-SKR,30,614,FOL-UV-MAR,,,,6.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-SKR,40,2170,TACS1,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-SKR,50,366,IFSSTAGING,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-SPH,20,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
